cliente_sk,cliente_id,nombre_completo,edad,sexo,estado_civil,profesion,ingreso_mensual,ciudad,segmento_rfm,antiguedad_meses,fecha_registro,fecha_carga,prob_churn
916,916,Viviana Tirado,34,F,Conviviente,Contador,2137.54,Lima,Clientes Leales,89,2019-01-12,2026-06-28 16:57:12.401188,0.1
917,917,Horacio Pinto,64,M,Viudo,Técnico,2603.83,Iquitos,Clientes Regulares,36,2023-05-31,2026-06-28 16:57:12.401188,0.03
918,918,Isabela Moliner,70,F,Soltero,Técnico,2022.25,Iquitos,Clientes Leales,21,2024-09-04,2026-06-28 16:57:12.401188,0.05
919,919,Eva María Velasco,42,F,Divorciado,Empresario,1383.18,Chiclayo,Clientes Leales,94,2018-08-18,2026-06-28 16:57:12.401188,0.44
920,920,Seve Trillo,73,M,Viudo,Ingeniero,2031.35,Arequipa,Campeones,71,2020-07-17,2026-06-28 16:57:12.401188,0.71
921,921,Jerónimo Torre,51,M,Divorciado,Arquitecto,3443.28,Lima,Clientes Regulares,58,2021-07-31,2026-06-28 16:57:12.401188,0.06
922,922,Natalia Acuña,27,F,Viudo,Independiente,976.61,Iquitos,Clientes Regulares,11,2025-07-22,2026-06-28 16:57:12.401188,0.1
923,923,Gerardo Sola,54,M,Viudo,Docente,1958.2,Chiclayo,Clientes Leales,89,2019-01-04,2026-06-28 16:57:12.401188,0.77
924,924,Guadalupe Peña,27,M,Viudo,Economista,1187.88,Lima,Clientes Regulares,56,2021-10-08,2026-06-28 16:57:12.401188,0.05
925,925,Rafael Giner,53,M,Viudo,Arquitecto,3703.48,Chiclayo,Clientes Regulares,66,2020-12-11,2026-06-28 16:57:12.401188,0.13
926,926,Yago Fuster,67,M,Viudo,Arquitecto,724.94,Lima,En Riesgo,84,2019-06-19,2026-06-28 16:57:12.401188,0.89
927,927,Custodio Vila,49,M,Conviviente,Economista,1292.9,Cusco,Clientes Leales,14,2025-04-25,2026-06-28 16:57:12.401188,0.11
928,928,Mirta Arteaga,33,F,Viudo,Comerciante,2267.26,Huancayo,Campeones,92,2018-10-21,2026-06-28 16:57:12.401188,0.68
929,929,Celia Infante,54,F,Viudo,Comerciante,4625.38,Trujillo,Clientes Leales,86,2019-04-06,2026-06-28 16:57:12.401188,0.13
930,930,Albano Castrillo,30,M,Divorciado,Abogado,1738.1,Trujillo,Campeones,55,2021-11-12,2026-06-28 16:57:12.401188,0.11
931,931,Abraham Figueroa,57,M,Viudo,Ingeniero,1295.8,Lima,Campeones,18,2024-12-27,2026-06-28 16:57:12.401188,0.16
932,932,Heliodoro Pagès,30,M,Soltero,Médico,5589.77,Lima,Clientes Regulares,51,2022-03-12,2026-06-28 16:57:12.401188,0.87
933,933,Angelita Millán,33,F,Soltero,Comerciante,758.39,Lima,Clientes Regulares,82,2019-08-28,2026-06-28 16:57:12.401188,0.13
934,934,Andrés Felipe Belda,37,M,Divorciado,Contador,500.0,Cusco,En Riesgo,38,2023-04-14,2026-06-28 16:57:12.401188,0.84
935,935,Leandra Andres,31,F,Conviviente,Enfermero,2354.32,Iquitos,Clientes Leales,28,2024-02-17,2026-06-28 16:57:12.401188,0.8
936,936,Herminio Mercader,64,M,Viudo,Economista,1337.78,Huancayo,Clientes Leales,8,2025-10-18,2026-06-28 16:57:12.401188,0.71
937,937,Eladio Luna,51,M,Soltero,Docente,979.71,Lima,Clientes Leales,67,2020-11-12,2026-06-28 16:57:12.401188,0.41
938,938,Calista Cazorla,68,F,Soltero,Enfermero,2765.6,Huancayo,Clientes Leales,18,2024-12-06,2026-06-28 16:57:12.401188,0.85
939,939,Clotilde Guardiola,18,F,Divorciado,Médico,2092.85,Lima,Clientes Leales,49,2022-05-11,2026-06-28 16:57:12.401188,0.89
940,940,Lucas Gisbert,36,M,Viudo,Arquitecto,1288.91,Lima,Clientes Regulares,49,2022-05-03,2026-06-28 16:57:12.401188,0.07
941,941,Ulises Jaume,75,M,Casado,Contador,838.67,Cusco,Clientes Regulares,36,2023-06-09,2026-06-28 16:57:12.401188,0.64
942,942,Simón Duarte,47,M,Soltero,Contador,3051.76,Cusco,Clientes Regulares,6,2025-12-28,2026-06-28 16:57:12.401188,0.1
943,943,Irma Rios,37,F,Casado,Ingeniero,2670.77,Trujillo,Campeones,35,2023-06-30,2026-06-28 16:57:12.401188,0.06
944,944,Isabel Cárdenas,61,F,Casado,Arquitecto,1703.59,Arequipa,Clientes Regulares,54,2021-12-26,2026-06-28 16:57:12.401188,0.01
945,945,Ema Piquer,69,F,Viudo,Ingeniero,5475.19,Cusco,Clientes Leales,17,2025-01-07,2026-06-28 16:57:12.401188,0.3
946,946,Cristina Gárate,35,F,Viudo,Administrador,951.41,Lima,En Riesgo,81,2019-09-14,2026-06-28 16:57:12.401188,0.08
947,947,Jose Angel Almazán,23,M,Viudo,Contador,723.92,Iquitos,En Riesgo,31,2023-11-03,2026-06-28 16:57:12.401188,0.8
948,948,Paola Espejo,27,F,Viudo,Arquitecto,1193.75,Lima,Clientes Leales,59,2021-07-03,2026-06-28 16:57:12.401188,0.67
949,949,Hipólito Daza,31,M,Casado,Docente,1759.26,Cusco,En Riesgo,83,2019-07-22,2026-06-28 16:57:12.401188,0.17
950,950,Daniel Salcedo,26,M,Divorciado,Médico,2092.27,Cusco,Campeones,82,2019-08-18,2026-06-28 16:57:12.401188,0.77
951,951,Viviana Arnal,52,F,Casado,Técnico,1564.4,Lima,Clientes Regulares,77,2020-01-25,2026-06-28 16:57:12.401188,0.87
952,952,Mariana Solano,66,F,Divorciado,Enfermero,2233.29,Huancayo,Clientes Leales,46,2022-08-23,2026-06-28 16:57:12.401188,0.76
953,953,José Luis Parra,65,M,Soltero,Abogado,853.27,Lima,Clientes Regulares,81,2019-09-15,2026-06-28 16:57:12.401188,0.39
954,954,Flora Riba,19,F,Conviviente,Economista,4299.52,Iquitos,Clientes Leales,18,2024-12-02,2026-06-28 16:57:12.401188,0.3
955,955,Teófilo Calvo,32,M,Soltero,Comerciante,1721.08,Lima,Clientes Leales,70,2020-08-09,2026-06-28 16:57:12.401188,0.17
956,956,Manuelita Cerezo,62,F,Divorciado,Abogado,3534.68,Chiclayo,,83,2019-07-04,2026-06-28 16:57:12.401188,1.0
957,957,Timoteo Izquierdo,49,M,Casado,Contador,2220.83,Lima,Clientes Regulares,83,2019-07-18,2026-06-28 16:57:12.401188,0.69
958,958,Domitila Noguera,43,F,Casado,Técnico,2378.09,Huancayo,Clientes Leales,65,2021-01-10,2026-06-28 16:57:12.401188,0.9
959,959,Graciano Briones,30,M,Viudo,Economista,2544.93,Piura,Clientes Leales,93,2018-09-28,2026-06-28 16:57:12.401188,0.72
960,960,Natanael Luz,62,M,Viudo,Empresario,2365.22,Lima,En Riesgo,40,2023-02-18,2026-06-28 16:57:12.401188,0.01
961,961,Lucía Arteaga,56,F,Viudo,Economista,2658.81,Iquitos,Clientes Regulares,5,2026-01-28,2026-06-28 16:57:12.401188,0.03
962,962,Emiliano Martin,56,M,Conviviente,Médico,4013.79,Piura,Clientes Regulares,31,2023-11-22,2026-06-28 16:57:12.401188,0.99
963,963,Juliana Vilanova,47,F,Soltero,Arquitecto,2034.31,Chiclayo,Clientes Regulares,68,2020-10-03,2026-06-28 16:57:12.401188,0.08
964,964,Angelino Pujadas,51,M,Divorciado,Enfermero,2766.68,Chiclayo,Clientes Leales,95,2018-07-21,2026-06-28 16:57:12.401188,0.66
965,965,Manu Priego,74,F,Casado,Empresario,1713.27,Arequipa,Clientes Leales,63,2021-03-17,2026-06-28 16:57:12.401188,0.8
966,966,Eutimio Uriarte,57,M,Viudo,Administrador,4290.12,Piura,,9,2025-09-27,2026-06-28 16:57:12.401188,0.33
967,967,Fito Múñiz,23,M,Conviviente,Técnico,1204.92,Cusco,Clientes Leales,86,2019-04-09,2026-06-28 16:57:12.401188,0.34
968,968,Eugenia Saez,26,F,Viudo,Ingeniero,5327.11,Lima,Clientes Regulares,46,2022-08-21,2026-06-28 16:57:12.401188,0.01
969,969,Venceslás Cobo,47,M,Viudo,Médico,1765.0,Arequipa,Clientes Leales,6,2025-12-28,2026-06-28 16:57:12.401188,0.01
970,970,Cristóbal Posada,38,M,Soltero,Médico,766.27,Lima,Clientes Regulares,14,2025-04-10,2026-06-28 16:57:12.401188,0.03
971,971,Consuela Sola,63,F,Soltero,Arquitecto,1952.49,Chiclayo,Clientes Regulares,16,2025-02-10,2026-06-28 16:57:12.401188,0.07
972,972,Marcelo Espada,64,M,Viudo,Arquitecto,1201.55,Chiclayo,Clientes Regulares,19,2024-11-12,2026-06-28 16:57:12.401188,0.94
973,973,Jose Francisco Cardona,20,M,Casado,Abogado,2994.06,Lima,Clientes Leales,56,2021-10-04,2026-06-28 16:57:12.401188,0.22
974,974,Salud Grau,67,F,Divorciado,Docente,1222.22,Piura,Clientes Regulares,94,2018-07-30,2026-06-28 16:57:12.401188,0.03
975,975,René Acevedo,36,M,Casado,Contador,1383.39,Lima,Clientes Leales,77,2020-01-11,2026-06-28 16:57:12.401188,0.13
976,976,Felicidad Coronado,57,F,Viudo,Enfermero,581.89,Cusco,Clientes Regulares,100,2018-02-20,2026-06-28 16:57:12.401188,0.62
977,977,Paola Macías,68,F,Casado,Contador,1378.31,Iquitos,Clientes Regulares,20,2024-10-26,2026-06-28 16:57:12.401188,0.39
978,978,Miriam Llobet,60,F,Viudo,Médico,500.0,Iquitos,Clientes Regulares,40,2023-02-02,2026-06-28 16:57:12.401188,0.06
979,979,Gloria Vera,55,F,Conviviente,Administrador,699.01,Cusco,Clientes Leales,68,2020-09-29,2026-06-28 16:57:12.401188,0.71
980,980,Ángel Tomás,70,M,Casado,Ingeniero,2853.35,Huancayo,Clientes Leales,95,2018-07-20,2026-06-28 16:57:12.401188,0.63
981,981,Santos Tejera,40,M,Conviviente,Economista,2897.14,Arequipa,Clientes Regulares,82,2019-08-19,2026-06-28 16:57:12.401188,0.12
982,982,Ibán Azcona,39,M,Viudo,Abogado,2333.85,Lima,En Riesgo,95,2018-07-20,2026-06-28 16:57:12.401188,0.13
983,983,Clímaco Gibert,61,M,Viudo,Técnico,1012.13,Iquitos,Clientes Regulares,19,2024-11-08,2026-06-28 16:57:12.401188,0.02
984,984,Íngrid Montes,41,F,Divorciado,Comerciante,1757.02,Chiclayo,Clientes Regulares,89,2019-01-17,2026-06-28 16:57:12.401188,0.08
985,985,Alejo Tejedor,70,M,Divorciado,Enfermero,1804.14,Lima,Campeones,44,2022-10-17,2026-06-28 16:57:12.401188,0.17
986,986,Olga Puig,25,F,Conviviente,Empresario,902.33,Cusco,En Riesgo,64,2021-01-29,2026-06-28 16:57:12.401188,0.14
987,987,Jafet Plana,31,M,Soltero,Economista,4456.14,Huancayo,Clientes Regulares,73,2020-05-06,2026-06-28 16:57:12.401188,0.44
988,988,Julia Hoz,51,F,Viudo,Economista,3060.76,Trujillo,Clientes Regulares,36,2023-06-05,2026-06-28 16:57:12.401188,0.01
989,989,María Belén Escrivá,34,F,Casado,Economista,1583.55,Iquitos,Clientes Leales,24,2024-06-13,2026-06-28 16:57:12.401188,0.13
990,990,Olga Solano,49,F,Viudo,Independiente,1837.45,Lima,Clientes Leales,3,2026-03-06,2026-06-28 16:57:12.401188,0.0
991,991,Carina Leiva,74,F,Casado,Ingeniero,2048.84,Lima,Clientes Leales,70,2020-08-11,2026-06-28 16:57:12.401188,0.13
992,992,Ramiro Jaume,19,M,Casado,Independiente,531.1,Iquitos,Clientes Leales,17,2025-01-05,2026-06-28 16:57:12.401188,0.17
993,993,Perla Cabeza,44,F,Divorciado,Arquitecto,1558.83,Huancayo,Clientes Regulares,95,2018-07-06,2026-06-28 16:57:12.401188,0.11
994,994,Joan Ríos,30,M,Divorciado,Docente,1200.88,Lima,Clientes Regulares,15,2025-03-08,2026-06-28 16:57:12.401188,0.05
995,995,Cruz Meléndez,37,F,Soltero,Médico,991.31,Huancayo,Clientes Leales,33,2023-09-07,2026-06-28 16:57:12.401188,0.18
996,996,Reyes Figueras,39,M,Casado,Contador,1527.43,Trujillo,En Riesgo,48,2022-06-11,2026-06-28 16:57:12.401188,0.13
997,997,Pascuala Cadenas,71,F,Viudo,Independiente,5316.72,Lima,Clientes Regulares,11,2025-07-17,2026-06-28 16:57:12.401188,0.0
998,998,Máximo Llano,59,M,Viudo,Arquitecto,2655.81,Trujillo,Clientes Leales,37,2023-05-27,2026-06-28 16:57:12.401188,0.1
999,999,Benito Morell,47,M,Conviviente,Docente,1283.43,Iquitos,Clientes Leales,1,2026-04-30,2026-06-28 16:57:12.401188,0.0
1000,1000,Gilberto Cózar,64,M,Casado,Economista,2549.24,Huancayo,Clientes Leales,59,2021-07-16,2026-06-28 16:57:12.401188,0.71
1001,1001,Joaquín Gaya,39,M,Divorciado,Ingeniero,4186.47,Trujillo,Clientes Regulares,92,2018-09-29,2026-06-28 16:57:12.401188,0.02
1002,1002,José Manuel Manzanares,42,M,Conviviente,Economista,3148.81,Chiclayo,Clientes Regulares,29,2023-12-29,2026-06-28 16:57:12.401188,0.02
1003,1003,Abigaíl Montesinos,29,F,Divorciado,Técnico,1873.9,Lima,Clientes Regulares,86,2019-04-24,2026-06-28 16:57:12.401188,0.05
1004,1004,Margarita Lobo,35,F,Casado,Comerciante,1226.4,Piura,Campeones,90,2018-12-22,2026-06-28 16:57:12.401188,0.05
1005,1005,Otilia Pujol,71,F,Casado,Médico,2748.84,Trujillo,Campeones,72,2020-06-04,2026-06-28 16:57:12.401188,0.82
1006,1006,Severo Lamas,68,M,Viudo,Arquitecto,2289.51,Lima,Clientes Regulares,74,2020-04-07,2026-06-28 16:57:12.401188,0.04
1007,1007,Pedro Alegre,69,M,Casado,Comerciante,3093.68,Piura,Clientes Leales,34,2023-08-11,2026-06-28 16:57:12.401188,0.05
1008,1008,Flor Cuervo,64,F,Casado,Independiente,2646.79,Lima,Clientes Regulares,60,2021-06-25,2026-06-28 16:57:12.401188,0.31
1009,1009,Edgardo Oliva,70,M,Casado,Técnico,3393.89,Lima,Clientes Regulares,10,2025-08-03,2026-06-28 16:57:12.401188,0.07
1010,1010,José Ángel Alcázar,47,M,Soltero,Docente,1311.41,Lima,Clientes Regulares,5,2026-01-02,2026-06-28 16:57:12.401188,0.06
1011,1011,Anabel Abad,61,F,Viudo,Ingeniero,3985.57,Lima,Clientes Regulares,90,2018-12-23,2026-06-28 16:57:12.401188,0.08
1012,1012,Luciana Pi,51,F,Soltero,Economista,2035.63,Arequipa,Clientes Leales,1,2026-05-12,2026-06-28 16:57:12.401188,0.02
1013,1013,Rosario Mayo,58,M,Casado,Docente,6280.2,Arequipa,Clientes Leales,58,2021-08-07,2026-06-28 16:57:12.401188,0.24
1014,1014,Bernardo Perales,52,M,Divorciado,Abogado,1195.7,Lima,Clientes Leales,42,2022-12-12,2026-06-28 16:57:12.401188,0.73
1015,1015,Ulises Rocamora,35,M,Casado,Arquitecto,5123.42,Trujillo,Campeones,99,2018-03-04,2026-06-28 16:57:12.401188,0.24
1016,1016,Carmelo Lumbreras,53,M,Divorciado,Economista,2036.01,Lima,Campeones,65,2021-01-15,2026-06-28 16:57:12.401188,0.09
1017,1017,Íngrid Cámara,28,F,Conviviente,Enfermero,1223.11,Lima,Clientes Regulares,59,2021-06-29,2026-06-28 16:57:12.401188,0.1
1018,1018,Edelmiro Zabaleta,26,M,Soltero,Empresario,1352.44,Lima,Clientes Leales,38,2023-04-13,2026-06-28 16:57:12.401188,0.75
1019,1019,Sabas Múñiz,23,M,Conviviente,Economista,1491.88,Huancayo,Clientes Regulares,49,2022-05-25,2026-06-28 16:57:12.401188,0.06
1020,1020,Consuelo Briones,71,F,Conviviente,Comerciante,2332.04,Arequipa,Clientes Leales,7,2025-11-04,2026-06-28 16:57:12.401188,0.05
1021,1021,Alejo Lerma,39,M,Viudo,Economista,2474.27,Lima,Campeones,5,2025-12-30,2026-06-28 16:57:12.401188,0.04
1022,1022,Dimas Moraleda,23,M,Viudo,Docente,1281.49,Huancayo,,38,2023-04-03,2026-06-28 16:57:12.401188,0.96
1023,1023,Rosario Nicolau,59,F,Casado,Contador,1781.81,Lima,Clientes Regulares,39,2023-03-22,2026-06-28 16:57:12.401188,0.01
1024,1024,Carlota Lobo,73,F,Viudo,Abogado,6537.84,Huancayo,Clientes Regulares,67,2020-11-22,2026-06-28 16:57:12.401188,0.04
1025,1025,Encarna Andrés,39,F,Soltero,Médico,5097.6,Piura,,40,2023-01-31,2026-06-28 16:57:12.401188,0.97
1026,1026,Amanda Murcia,25,F,Casado,Docente,2349.12,Trujillo,Campeones,37,2023-05-15,2026-06-28 16:57:12.401188,0.16
1027,1027,Alfonso Guijarro,56,M,Viudo,Técnico,1849.74,Lima,Clientes Regulares,84,2019-06-06,2026-06-28 16:57:12.401188,0.66
1028,1028,Lucio Cisneros,38,M,Divorciado,Arquitecto,1943.06,Piura,,14,2025-04-14,2026-06-28 16:57:12.401188,1.0
1029,1029,Ambrosio Rey,43,M,Conviviente,Contador,2612.63,Cusco,Clientes Regulares,46,2022-08-21,2026-06-28 16:57:12.401188,0.02
1030,1030,Albert Marín,28,M,Divorciado,Contador,978.8,Iquitos,Clientes Leales,50,2022-04-22,2026-06-28 16:57:12.401188,0.14
1031,1031,Socorro Vaquero,45,F,Conviviente,Técnico,1549.32,Lima,Clientes Regulares,25,2024-05-12,2026-06-28 16:57:12.401188,0.08
1032,1032,René Simó,29,M,Conviviente,Enfermero,664.38,Lima,Clientes Regulares,11,2025-07-05,2026-06-28 16:57:12.401188,0.23
1033,1033,Rosa Vargas,55,F,Conviviente,Médico,2297.4,Piura,Clientes Regulares,39,2023-03-12,2026-06-28 16:57:12.401188,0.14
1034,1034,Cosme Valenciano,29,M,Conviviente,Médico,2665.95,Huancayo,En Riesgo,47,2022-07-21,2026-06-28 16:57:12.401188,0.06
1035,1035,Julia Pelayo,70,F,Viudo,Administrador,1353.01,Huancayo,Clientes Leales,50,2022-04-02,2026-06-28 16:57:12.401188,0.19
1036,1036,Albano Cervera,21,M,Conviviente,Independiente,4648.93,Huancayo,Campeones,72,2020-06-10,2026-06-28 16:57:12.401188,0.88
1037,1037,Elías Iniesta,68,M,Viudo,Arquitecto,866.57,Arequipa,Clientes Regulares,82,2019-08-24,2026-06-28 16:57:12.401188,0.35
1038,1038,Bernardita Doménech,42,F,Casado,Contador,750.98,Huancayo,Campeones,24,2024-06-25,2026-06-28 16:57:12.401188,0.88
1039,1039,Chita Becerra,74,F,Viudo,Técnico,2068.69,Trujillo,Clientes Regulares,61,2021-05-12,2026-06-28 16:57:12.401188,0.12
1040,1040,Gracia Sebastián,23,F,Casado,Docente,3388.89,Lima,Clientes Regulares,100,2018-02-03,2026-06-28 16:57:12.401188,0.03
1041,1041,Enrique Narváez,41,M,Conviviente,Comerciante,4965.93,Lima,Clientes Leales,94,2018-08-06,2026-06-28 16:57:12.401188,0.15
1042,1042,Horacio Sebastián,73,M,Viudo,Técnico,1372.88,Iquitos,Clientes Leales,97,2018-05-08,2026-06-28 16:57:12.401188,0.84
1043,1043,Ámbar Sobrino,43,F,Viudo,Empresario,3453.72,Chiclayo,Clientes Leales,59,2021-07-27,2026-06-28 16:57:12.401188,0.48
1044,1044,Benito Pineda,52,M,Viudo,Abogado,1766.75,Lima,Clientes Regulares,12,2025-06-06,2026-06-28 16:57:12.401188,0.13
1045,1045,Sara Esparza,53,F,Casado,Docente,1630.14,Huancayo,Clientes Regulares,53,2022-01-15,2026-06-28 16:57:12.401188,0.13
1046,1046,Cruz Lluch,26,M,Soltero,Abogado,3072.34,Piura,Clientes Regulares,100,2018-02-17,2026-06-28 16:57:12.401188,0.05
1047,1047,Lope Lumbreras,60,M,Casado,Administrador,2674.17,Chiclayo,Clientes Regulares,83,2019-07-11,2026-06-28 16:57:12.401188,0.74
1048,1048,Jenny Giménez,73,F,Conviviente,Abogado,702.16,Piura,Clientes Regulares,8,2025-10-19,2026-06-28 16:57:12.401188,0.01
1049,1049,Selena Manzanares,50,F,Viudo,Comerciante,4384.91,Lima,,27,2024-03-11,2026-06-28 16:57:12.401188,0.97
1050,1050,Marcio Torrijos,29,M,Conviviente,Enfermero,4138.36,Lima,Clientes Regulares,20,2024-10-12,2026-06-28 16:57:12.401188,0.04
1051,1051,Eulalia Franch,63,F,Conviviente,Economista,1242.23,Trujillo,Campeones,65,2021-01-07,2026-06-28 16:57:12.401188,0.78
1052,1052,Bárbara Morán,20,F,Divorciado,Médico,2292.69,Iquitos,Clientes Regulares,25,2024-05-16,2026-06-28 16:57:12.401188,0.06
1053,1053,Samuel Pujadas,48,M,Conviviente,Independiente,2431.88,Arequipa,Clientes Regulares,91,2018-11-24,2026-06-28 16:57:12.401188,0.13
1054,1054,Édgar Pi,47,M,Casado,Enfermero,2114.14,Huancayo,Clientes Leales,91,2018-11-17,2026-06-28 16:57:12.401188,0.29
1055,1055,Benigno Sancho,65,M,Conviviente,Independiente,1299.61,Iquitos,Clientes Leales,11,2025-07-02,2026-06-28 16:57:12.401188,0.81
1056,1056,Selena Aroca,37,F,Conviviente,Independiente,1208.37,Lima,Clientes Leales,94,2018-08-05,2026-06-28 16:57:12.401188,0.75
1057,1057,Patricia Salamanca,48,F,Conviviente,Técnico,1780.53,Trujillo,Clientes Leales,32,2023-10-01,2026-06-28 16:57:12.401188,0.04
1058,1058,José Sebastián,44,F,Casado,Ingeniero,3654.22,Iquitos,Clientes Regulares,62,2021-04-21,2026-06-28 16:57:12.401188,0.06
1059,1059,Sarita Sans,65,F,Soltero,Administrador,2505.29,Piura,Clientes Regulares,4,2026-02-25,2026-06-28 16:57:12.401188,0.68
1060,1060,Dan Nebot,55,M,Divorciado,Independiente,1447.56,Iquitos,Clientes Regulares,24,2024-06-04,2026-06-28 16:57:12.401188,0.08
1061,1061,Fabricio Alcántara,19,M,Casado,Arquitecto,2872.73,Lima,Clientes Regulares,36,2023-06-09,2026-06-28 16:57:12.401188,0.09
1062,1062,Desiderio Giner,72,M,Conviviente,Docente,500.0,Arequipa,En Riesgo,67,2020-10-29,2026-06-28 16:57:12.401188,0.2
1063,1063,Josep Flor,72,M,Conviviente,Abogado,3602.05,Iquitos,Clientes Regulares,100,2018-02-28,2026-06-28 16:57:12.401188,0.04
1064,1064,Jessica Muro,65,F,Divorciado,Independiente,636.62,Lima,Clientes Leales,13,2025-05-23,2026-06-28 16:57:12.401188,0.11
1065,1065,Casandra Quesada,34,F,Casado,Independiente,1454.67,Cusco,Clientes Leales,70,2020-08-25,2026-06-28 16:57:12.401188,0.3
1066,1066,Cornelio Mendez,72,M,Casado,Economista,923.53,Lima,Clientes Leales,55,2021-11-05,2026-06-28 16:57:12.401188,0.87
1067,1067,Lourdes Castells,71,F,Casado,Administrador,831.47,Piura,Clientes Regulares,46,2022-08-19,2026-06-28 16:57:12.401188,0.05
1068,1068,Salvador Bru,64,M,Conviviente,Técnico,3628.22,Trujillo,Campeones,79,2019-11-17,2026-06-28 16:57:12.401188,0.8
1069,1069,Pío Amat,21,M,Soltero,Abogado,1365.64,Piura,Campeones,66,2020-12-18,2026-06-28 16:57:12.401188,0.68
1070,1070,Mercedes Borrego,43,F,Conviviente,Contador,2225.87,Chiclayo,Clientes Regulares,61,2021-05-19,2026-06-28 16:57:12.401188,0.77
1071,1071,Isidora Mora,61,F,Divorciado,Abogado,1757.85,Cusco,Clientes Leales,49,2022-05-17,2026-06-28 16:57:12.401188,0.87
1072,1072,Ester Alberola,73,F,Viudo,Empresario,2407.21,Huancayo,En Riesgo,100,2018-02-18,2026-06-28 16:57:12.401188,0.13
1073,1073,Asdrubal Fuente,38,M,Soltero,Arquitecto,1893.33,Huancayo,Clientes Regulares,9,2025-08-29,2026-06-28 16:57:12.401188,0.06
1074,1074,Rita Rivera,40,F,Divorciado,Docente,837.32,Arequipa,Clientes Regulares,19,2024-11-05,2026-06-28 16:57:12.401188,0.65
1075,1075,Joaquina Benavent,69,F,Viudo,Independiente,3287.1,Huancayo,Clientes Leales,67,2020-11-11,2026-06-28 16:57:12.401188,0.09
1076,1076,Sosimo Campoy,65,M,Conviviente,Comerciante,1344.46,Huancayo,Clientes Regulares,3,2026-03-27,2026-06-28 16:57:12.401188,0.01
1077,1077,Eutropio Sebastián,62,M,Soltero,Médico,710.56,Lima,Clientes Leales,59,2021-07-07,2026-06-28 16:57:12.401188,0.21
1078,1078,Ángel Aramburu,44,M,Viudo,Comerciante,1398.47,Lima,Clientes Leales,31,2023-11-22,2026-06-28 16:57:12.401188,0.33
1079,1079,Luís Niño,64,M,Soltero,Ingeniero,4449.09,Iquitos,Clientes Leales,68,2020-10-28,2026-06-28 16:57:12.401188,0.14
1080,1080,Ulises Royo,23,M,Conviviente,Administrador,3011.32,Lima,Clientes Leales,21,2024-08-30,2026-06-28 16:57:12.401188,0.79
1081,1081,Dionisio Cañas,63,M,Viudo,Administrador,1466.76,Huancayo,Clientes Regulares,90,2018-12-20,2026-06-28 16:57:12.401188,0.05
1082,1082,Sergio Campos,54,M,Divorciado,Docente,1466.22,Piura,Clientes Regulares,86,2019-03-31,2026-06-28 16:57:12.401188,0.06
1083,1083,Florina Luján,60,F,Divorciado,Independiente,1490.73,Chiclayo,Clientes Leales,15,2025-03-01,2026-06-28 16:57:12.401188,0.79
1084,1084,Adriana Barón,62,F,Casado,Independiente,6285.8,Lima,Clientes Leales,58,2021-08-17,2026-06-28 16:57:12.401188,0.35
1085,1085,Nilda Bueno,35,F,Divorciado,Ingeniero,2273.69,Arequipa,En Riesgo,50,2022-04-17,2026-06-28 16:57:12.401188,0.84
1086,1086,Anastasia Mayo,70,F,Soltero,Enfermero,2340.28,Lima,Clientes Leales,77,2019-12-30,2026-06-28 16:57:12.401188,0.11
1087,1087,Milagros Montero,57,F,Soltero,Abogado,3354.88,Cusco,Clientes Leales,77,2020-01-01,2026-06-28 16:57:12.401188,0.12
1088,1088,Pancho Chacón,67,M,Viudo,Técnico,2086.56,Arequipa,Campeones,72,2020-06-13,2026-06-28 16:57:12.401188,0.71
1089,1089,Guiomar Nieto,24,M,Conviviente,Técnico,1547.78,Arequipa,Clientes Regulares,92,2018-10-26,2026-06-28 16:57:12.401188,0.12
1090,1090,Ana Reguera,67,F,Casado,Administrador,1607.11,Huancayo,Clientes Leales,99,2018-03-18,2026-06-28 16:57:12.401188,0.72
1091,1091,Xiomara Carmona,18,F,Divorciado,Abogado,1732.01,Trujillo,Clientes Regulares,12,2025-06-15,2026-06-28 16:57:12.401188,0.77
1092,1092,Pablo Carbonell,75,M,Conviviente,Técnico,1768.11,Piura,Clientes Regulares,24,2024-06-11,2026-06-28 16:57:12.401188,0.05
1093,1093,Ignacio Caparrós,48,M,Conviviente,Contador,2797.77,Lima,Clientes Regulares,47,2022-07-13,2026-06-28 16:57:12.401188,0.0
1094,1094,Leoncio Cardona,42,M,Conviviente,Arquitecto,1865.28,Trujillo,Clientes Regulares,36,2023-05-29,2026-06-28 16:57:12.401188,0.03
1095,1095,Chelo Pozuelo,39,F,Soltero,Administrador,2806.19,Huancayo,En Riesgo,61,2021-05-25,2026-06-28 16:57:12.401188,0.04
1096,1096,Graciana Vizcaíno,23,F,Soltero,Enfermero,1722.57,Arequipa,Clientes Leales,29,2023-12-30,2026-06-28 16:57:12.401188,0.62
1097,1097,Nicodemo Benavent,59,M,Viudo,Administrador,1895.39,Lima,Clientes Leales,78,2019-12-25,2026-06-28 16:57:12.401188,0.2
1098,1098,Reynaldo Matas,37,M,Divorciado,Enfermero,545.16,Lima,Clientes Regulares,49,2022-05-17,2026-06-28 16:57:12.401188,0.06
1099,1099,Eusebio Solís,74,M,Casado,Ingeniero,3133.16,Lima,Clientes Regulares,42,2022-11-29,2026-06-28 16:57:12.401188,0.03
